ItemID,name,description,into,gold,tags,stats,from,stats_FlatHPPoolMod,stats_FlatMPPoolMod,stats_PercentHPPoolMod,stats_PercentMPPoolMod,stats_FlatHPRegenMod,stats_PercentHPRegenMod,stats_FlatMPRegenMod,stats_PercentMPRegenMod,stats_FlatArmorMod,stats_PercentArmorMod,stats_FlatPhysicalDamageMod,stats_PercentPhysicalDamageMod,stats_FlatMagicDamageMod,stats_PercentMagicDamageMod,stats_FlatMovementSpeedMod,stats_PercentMovementSpeedMod,stats_FlatAttackSpeedMod,stats_PercentAttackSpeedMod,stats_PercentDodgeMod,stats_FlatCritChanceMod,stats_PercentCritChanceMod,stats_FlatCritDamageMod,stats_PercentCritDamageMod,stats_FlatBlockMod,stats_PercentBlockMod,stats_FlatSpellBlockMod,stats_PercentSpellBlockMod,stats_FlatEXPBonus,stats_PercentEXPBonus,stats_FlatEnergyRegenMod,stats_FlatEnergyPoolMod,stats_PercentLifeStealMod,stats_PercentSpellVampMod,Rol,cs_required,waves_required,game_time
2050,Guardian's Shroud,<mainText><stats><attention>300</attention> Health<br><attention>35</attention> Ability Power<br><attention>15</attention> Ability Haste</stats><br><br></mainText>,,"{'base': 500, 'purchasable': True, 'total': 500, 'sell': 250}","['Health', 'SpellDamage', 'CooldownReduction', 'Lane', 'AbilityHaste']","{'FlatHPPoolMod': 300, 'FlatMagicDamageMod': 35}",,300,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,Tank,24,4,2:00
2051,Guardian's Horn,<mainText><stats><attention>150</attention> Health</stats><br><br><br><li><passive>Recovery:</passive> Restores Health over time.<li><passive>Undaunted:</passive> Blocks damage from attacks and spells from champions.<li><passive>Legendary:</passive> This item counts as a <rarityLegendary>Legendary</rarityLegendary> item.</mainText>,,"{'base': 950, 'purchasable': True, 'total': 950, 'sell': 665}","['Health', 'HealthRegen', 'Lane']","{'FlatHPPoolMod': 150, 'FlatHPRegenMod': 4}",,150,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank,46,8,3:48
2052,Poro-Snax,"<mainText><stats></stats><br><br><br><br><flavorText>This savory blend of free-range, grass-fed Avarosan game hens and organic, non-ZMO Freljordian herbs contains the essential nutrients necessary to keep your Poro purring with pleasure.<br><br>All proceeds will be donated towards fighting Noxian animal cruelty. </flavorText><active>Active - Consume:</active> Serves a scrumptious scoop to a nearby Poro, causing it to grow in size.</mainText>",,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}",[],{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
2055,Control Ward,"<mainText><stats></stats><br><br><active>Active - Consume:</active> Places a powerful Control Ward that grants vision of the surrounding area. This device will also reveal <keywordStealth>Invisible</keywordStealth> traps, reveal <keywordStealth>Camouflaged</keywordStealth> enemies, and reveal (and disable) enemy Stealth Wards.<br><br><rules>You may carry up to 2 Control Wards. Control Wards do not disable other Control Wards.</rules></mainText>",,"{'base': 75, 'purchasable': True, 'total': 75, 'sell': 30}","['Consumable', 'Lane', 'Stealth', 'Vision']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0:18
2056,Stealth Ward,"<mainText><stats></stats><br><br><active>Active - Consume:</active> Places a Stealth Ward on the ground that lasts 60 seconds, is <keywordStealth>Invisible</keywordStealth> to enemies but grants your team vision of the surrounding area. </mainText>",,"{'base': 40, 'purchasable': False, 'total': 40, 'sell': 16}","['Consumable', 'Lane', 'Stealth', 'Vision']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0:09
2065,Shurelya's Battlesong,<mainText><stats><attention>50</attention> Ability Power<br><attention>15</attention> Ability Haste<br><attention>5%</attention> Move Speed<br><attention>125%</attention> Base Mana Regen</stats><br><br><br><br><active>ACTIVE</active> (0s)<br><active>Inspiring Speech</active><br>Grants nearby allies Move Speed.<br><br></mainText>,['7020'],"{'base': 350, 'purchasable': True, 'total': 2200, 'sell': 1540}","['SpellDamage', 'ManaRegen', 'Active', 'CooldownReduction', 'NonbootsMovement', 'AbilityHaste']","{'FlatMagicDamageMod': 50, 'PercentMovementSpeedMod': 0.05}","['3113', '4642']",,,,,,,,,,,,,50,,,0.05,,,,,,,,,,,,,,,,,,Enchanter,106,18,8:48
2138,Elixir of Iron,"<mainText><stats></stats><br><br><active>Active - Consume:</active> Drink to gain <scaleHealth>300 Health</scaleHealth>, 25% Tenacity, and increased champion size for 3 minutes. While active, moving leaves a path behind that boosts allied champions' <speed>Move Speed by 15%</speed>.<br><br><rules>Drinking a different Elixir will replace the existing one's effects.</rules></mainText>",,"{'base': 500, 'purchasable': True, 'total': 500, 'sell': 200}","['Health', 'Consumable', 'NonbootsMovement', 'Tenacity']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,2:00
2139,Elixir of Sorcery,"<mainText><stats></stats><br><br><br><br><rules>Champion level <attention>9</attention> or greater required to purchase. Elixir of Sorcery's true damage effect has no cooldown when attacking turrets. Drinking a different Elixir will replace the existing one's effects.</rules><active>Active - Consume:</active> Drink to gain <scaleAP>50 Ability Power</scaleAP> and <scaleMana>15% Mana Regen</scaleMana> for 3 minutes. While active, damaging a champion or turret deals <trueDamage>25 bonus true damage</trueDamage> (5s cooldown).</mainText>",,"{'base': 500, 'purchasable': True, 'total': 500, 'sell': 200}","['Consumable', 'ManaRegen', 'SpellDamage']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,2:00
2140,Elixir of Wrath,<mainText><stats></stats><br><br><active>Active - Consume:</active> Drink to gain <scaleAD>30 Attack Damage</scaleAD> and <lifeSteal>12% Physical Vamp</lifeSteal> (against champions) for 3 minutes.<br><br><rules>Drinking a different Elixir will replace the existing one's effects.</rules></mainText>,,"{'base': 500, 'purchasable': True, 'total': 500, 'sell': 200}","['Consumable', 'Damage', 'LifeSteal', 'SpellVamp']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,2:00
2141,Cappa Juice,<mainText><stats></stats><br><br><rules>Helps you get on a head.</rules><active>Active - Consume:</active> This juice does nothing.<br></mainText>,,"{'base': 500, 'purchasable': True, 'total': 500, 'sell': 500}","['Damage', 'Consumable']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,2:00
2142,Juice of Power,"<mainText><stats></stats><br><br><br><br><rules>Juices do not stack with themselves, but you can have multiple different ones active.</rules><active>Active - Consume:</active> Automatically activates on Combat Start. Drink to gain <scaleAP>30+ 10% bonus Ability Power</scaleAP> or <scaleAD>18+ 10% bonus Attack Damage</scaleAD> for the next round.<br><br><flavorText>Made with 100% real cherries. Warning: May cause imbiber to deal tons of damage.</flavorText></mainText>",,"{'base': 500, 'purchasable': True, 'total': 500, 'sell': 500}","['SpellDamage', 'Consumable']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,2:00
2143,Juice of Vitality,"<mainText><stats></stats><br><br><br><br><rules>Juices do not stack with themselves, but you can have multiple different ones active.</rules><active>Active - Consume:</active> Automatically activates on Combat Start. Drink to gain <healing>300+ 10% Health</healing> for the next round.<br><br><flavorText>Our specially formulated veggie blend is proven to harden your skin to resist even the strongest attacks!</flavorText></mainText>",,"{'base': 500, 'purchasable': True, 'total': 500, 'sell': 500}","['Health', 'Consumable']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,2:00
2144,Juice of Haste,"<mainText><stats></stats><br><br><br><br><rules>Juices do not stack with themselves, but you can have multiple different ones active.</rules><active>Active - Consume:</active> Automatically activates on Combat Start. Drink to gain <speed>20+ 15% Ability Haste</speed> for the next round.<br><br><flavorText>For people who gotta go FAST. Made with lightning. REAL lightning!</flavorText></mainText>",,"{'base': 500, 'purchasable': True, 'total': 500, 'sell': 500}","['Consumable', 'CooldownReduction']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,2:00
2145,Lucky Dice,<mainText><stats></stats><br><br><active>Active - Consume:</active> Roll to gain an additional reroll.<br><br><rules>Selling this or using all your rerolls will automatically consume this.</rules><br><br><flavorText>For when skill isn't enough.</flavorText></mainText>,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}",['Consumable'],{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
2150,Elixir of Skill,<mainText><stats></stats><br><br><active>Active - Consume:</active> Grants 1 Skill Point.<br><br><rules>This item does not increase your level or allow allocating skill points past the normal maximum in a skill</rules></mainText>,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}",['Consumable'],{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
2151,Elixir of Avarice,"<mainText><stats></stats><br><br><active>Active - Consume:</active> Drink to gain <trueDamage>5 true damage</trueDamage> on hit against minions for 60 seconds. When this effect expires, gain 40 gold. </mainText>",,"{'base': 50, 'purchasable': False, 'total': 50, 'sell': 20}","['Health', 'Consumable', 'Tenacity']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0:12
2152,Elixir of Force,<mainText><stats></stats><br><br><active>Active - Consume:</active> Drink to gain 20 Adaptive Force for 60 seconds. </mainText>,,"{'base': 50, 'purchasable': False, 'total': 50, 'sell': 20}","['Consumable', 'Tenacity']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0:12
2403,Minion Dematerializer,<mainText><stats></stats><br><br><active>Active - Consume:</active> Kill target lane minion. (0s)</mainText>,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}",[],{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
2420,Seeker's Armguard,<mainText><stats><attention>45</attention> Ability Power<br><attention>25</attention> Armor</stats><br><br><active>ACTIVE</active><br><active>Time Stop</active> (Single use)<br>Enter <keyword>Stasis</keyword> for 2.5 seconds.</mainText>,"['3157', '4003']","{'base': 500, 'purchasable': True, 'total': 1600, 'sell': 640}","['Armor', 'SpellDamage', 'Active']","{'FlatMagicDamageMod': 45, 'FlatArmorMod': 25}","['1052', '1029', '1052']",,,,,,,,,25,,,,45,,,,,,,,,,,,,,,,,,,,,Tank,77,13,6:24
2421,Shattered Armguard,"<mainText><stats><attention>45</attention> Ability Power<br><attention>25</attention> Armor</stats><br><br><passive>Shattered Time</passive><br>Armguard is broken, but can still be upgraded.<br><br><rules>After breaking one Armguard, the shopkeeper will only sell you <rarityGeneric>Shattered Armguard.</rarityGeneric></rules><br><br></mainText>",['3157'],"{'base': 1600, 'purchasable': True, 'total': 1600, 'sell': 640}",[],"{'FlatMagicDamageMod': 45, 'FlatArmorMod': 25}",,,,,,,,,,25,,,,45,,,,,,,,,,,,,,,,,,,,,Tank,77,13,6:24
2422,Slightly Magical Footwear,<mainText><stats><attention>25</attention> Move Speed</stats><br><br>Grants an additional <speed>10 Move Speed</speed>. Boots that build from Slightly Magical Footwear retain this bonus Move Speed.</mainText>,"['3006', '3047', '3020', '3158', '3111', '3117', '3009']","{'base': 300, 'purchasable': False, 'total': 300, 'sell': 90}",['Boots'],{'FlatMovementSpeedMod': 25},,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,Enchanter,14,2,1:12
2501,Overlord's Bloodmail,<mainText><stats><attention>40</attention> Attack Damage<br><attention>500</attention> Health</stats><br><br><passive>Tyranny</passive><br>Gain 2% of your <healing>bonus Health</healing> as <scaleAD>Attack Damage</scaleAD>. <br><br><passive>Retribution</passive><br>Gain up to 10% increased <scaleAD>Attack Damage</scaleAD> based on your percent missing Health. </mainText>,,"{'base': 1000, 'purchasable': True, 'total': 3300, 'sell': 2310}","['Health', 'Damage']","{'FlatHPPoolMod': 500, 'FlatPhysicalDamageMod': 40}","['2021', '2021']",500,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,Tank,158,26,13:12
2502,Unending Despair,"<mainText><stats><attention>400</attention> Health<br><attention>55</attention> Armor<br><attention>10</attention> Ability Haste</stats><br><br><passive>Anguish</passive><br>While in combat with champions, every few seconds, deal magic damage to nearby enemy champions, healing based on the damage dealt.</mainText>",['7034'],"{'base': 800, 'purchasable': True, 'total': 2800, 'sell': 1960}","['Health', 'Armor', 'CooldownReduction', 'AbilityHaste']","{'FlatHPPoolMod': 400, 'FlatArmorMod': 55}","['1031', '3067', '1028']",400,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,Tank,134,22,11:12
2503,Blackfire Torch,"<mainText><stats><attention>90</attention> Ability Power<br><attention>600</attention> Mana<br><attention>25</attention> Ability Haste</stats><br><br><passive>Baleful Blaze</passive><br>Dealing damage with Abilities causes enemies to burn. This damage increases to Monsters.<br><br><passive>Blackfire</passive><br>For each enemy Champion, Epic Monster, and Large Monster affected by your <passive>Baleful Blaze</passive>, gain <scaleAP>Ability Power</scaleAP>. </mainText>",,"{'base': 700, 'purchasable': True, 'total': 2800, 'sell': 1960}","['SpellDamage', 'Mana', 'CooldownReduction', 'AbilityHaste']","{'FlatMPPoolMod': 600, 'FlatMagicDamageMod': 90}","['3802', '2508']",,600,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,Mage,134,22,11:12
2504,Kaenic Rookern,"<mainText><stats><attention>400</attention> Health<br><attention>80</attention> Magic Resist<br><attention>150%</attention> Base Health Regen</stats><br><br><passive>Magebane</passive><br>After not taking <magicDamage>magic damage</magicDamage> for 15 seconds, gain a <magicDamage>magic shield for 0</magicDamage>. <br><br></mainText>",,"{'base': 750, 'purchasable': True, 'total': 2900, 'sell': 2030}","['Health', 'SpellBlock', 'HealthRegen']","{'FlatSpellBlockMod': 80, 'FlatHPPoolMod': 400}","['3211', '1057']",400,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,Tank,139,23,11:36
2508,Fated Ashes,<mainText><stats><attention>30</attention> Ability Power</stats><br><br><passive>Inflame</passive><br>Dealing damage with Abilities causes enemies to burn. This damage increases to Monsters.</mainText>,"['6653', '2503']","{'base': 500, 'purchasable': True, 'total': 900, 'sell': 630}",['SpellDamage'],{'FlatMagicDamageMod': 30},['1052'],,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,Mage,43,7,3:36
3001,Evenshroud,"<mainText><stats><attention>200</attention> Health<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>20</attention> Ability Haste</stats><br><br><br><li><passive>Coruscation:</passive> After <status>Immobilizing</status> champions or being <status>Immobilized</status>, cause that target and all nearby enemy Champions to take increased damage.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention> Armor and Magic Resist</attention></mainText>",['7023'],"{'base': 800, 'purchasable': False, 'total': 2300, 'sell': 1610}","['Health', 'SpellBlock', 'Armor', 'AbilityHaste']","{'FlatSpellBlockMod': 30, 'FlatHPPoolMod': 200, 'FlatArmorMod': 30}","['3023', '1033']",200,,,,,,,,30,,,,,,,,,,,,,,,,,30,,,,,,,,Tank,110,18,9:12
3002,Trailblazer,"<mainText><stats><attention>200</attention> Health<br><attention>40</attention> Armor<br><attention>5%</attention> Move Speed</stats><br><br><passive>Lead the Way</passive><br>While moving, gain <speed>20 bonus Move Speed</speed>. At max speed, create a trail that speeds up allied champion's Move Speed by 15% of yours. Your next Attack discharges the bonus Move Speed and Melee champions <keyword>Slow</keyword> the target by 50% for 1 second.<br><br></mainText>",,"{'base': 900, 'purchasable': True, 'total': 2500, 'sell': 1750}","['Health', 'Armor', 'NonbootsMovement']","{'FlatHPPoolMod': 200, 'FlatArmorMod': 40, 'PercentMovementSpeedMod': 0.05}","['3066', '1031']",200,,,,,,,,40,,,,,,,0.05,,,,,,,,,,,,,,,,,,Tank,120,20,10:00
3003,Archangel's Staff,<mainText><stats><attention>80</attention> Ability Power<br><attention>600</attention> Mana<br><attention>25</attention> Ability Haste</stats><br><br><passive>Awe</passive><br>Gain Ability Power equal to your bonus Mana.<br><br><passive>Manaflow</passive><br>Strike a target with an Ability to consume a charge and gain bonus Mana. Grants a maximum of 360 Mana at which point this item transforms into <rarityLegendary>Seraph's Embrace</rarityLegendary>.<br><br></mainText>,,"{'base': 400, 'purchasable': True, 'total': 2900, 'sell': 2030}","['SpellDamage', 'Mana', 'AbilityHaste']","{'FlatMPPoolMod': 600, 'FlatMagicDamageMod': 80}","['3070', '3802', '3108']",,600,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,Mage,139,23,11:36
3004,Manamune,<mainText><stats><attention>35</attention> Attack Damage<br><attention>500</attention> Mana<br><attention>15</attention> Ability Haste</stats><br><br><passive>Awe</passive><br>Gain bonus Attack Damage based on Mana.<br><br><passive>Manaflow</passive><br>Strike a target with an Ability or Attack to gain bonus Mana. Grants a maximum of Mana at which point this item transforms into <rarityLegendary>Muramana</rarityLegendary>.</mainText>,,"{'base': 1050, 'purchasable': True, 'total': 2900, 'sell': 2030}","['Damage', 'Mana', 'CooldownReduction', 'OnHit', 'AbilityHaste']","{'FlatMPPoolMod': 500, 'FlatPhysicalDamageMod': 35}","['3070', '3133', '1036']",,500,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,Fighter,139,23,11:36
3005,Ghostcrawlers,"<mainText><stats><attention>45</attention> Move Speed</stats><br><br><br><br><active>Active -</active> <active>Wall Walk:</active> Gain the ability to walk through walls for 6 seconds. While inside walls, gain 125 move speed. Casting a spell or attacking will end this effect (0s).</mainText>",,"{'base': 700, 'purchasable': True, 'total': 1000, 'sell': 500}",['Boots'],{'FlatMovementSpeedMod': 45},['1001'],,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,Enchanter,48,8,4:00
3006,Berserker's Greaves,<mainText><stats><attention>35%</attention> Attack Speed<br><attention>45</attention> Move Speed</stats><br><br></mainText>,['3172'],"{'base': 500, 'purchasable': True, 'total': 1100, 'sell': 770}","['AttackSpeed', 'Boots']","{'FlatMovementSpeedMod': 45, 'PercentAttackSpeedMod': 0.35}","['1001', '1042']",,,,,,,,,,,,,,,45,,,0.35,,,,,,,,,,,,,,,,Enchanter,53,9,4:24
3009,Boots of Swiftness,<mainText><stats><attention>60</attention> Move Speed</stats><br><br>Reduce the effectiveness of <keyword>Slows</keyword> by 25%.</mainText>,,"{'base': 600, 'purchasable': True, 'total': 900, 'sell': 630}",['Boots'],{'FlatMovementSpeedMod': 60},['1001'],,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,Enchanter,43,7,3:36
3010,Symbiotic Soles,"<mainText><stats><attention>35</attention> Move Speed</stats><br><br>Gain Empowered Recall.<br><br>After Traveling 150000 units of distance, transform into <rarityLegendary>Synchronized Souls</rarityLegendary>.</mainText>",['3013'],"{'base': 600, 'purchasable': True, 'total': 900, 'sell': 630}",['Boots'],{'FlatMovementSpeedMod': 35},['1001'],,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,Enchanter,43,7,3:36
3011,Chemtech Putrifier,<mainText><stats><attention>35</attention> Ability Power<br><attention>10%</attention> Heal and Shield Power<br><attention>75%</attention> Base Mana Regen<br><attention>15</attention> Ability Haste</stats><br><br><br><li><passive>Puffcap Toxin:</passive> Dealing damage applies <status>40% Grievous Wounds</status> to champions for 3 seconds.<br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText>,,"{'base': 500, 'purchasable': False, 'total': 2100, 'sell': 1470}","['SpellDamage', 'ManaRegen', 'AbilityHaste']",{'FlatMagicDamageMod': 35},"['3916', '3114']",,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,Mage,101,17,8:24
3012,Chalice of Blessing,<mainText><stats><attention>200</attention> Health<br><attention>50%</attention> Base Mana Regen</stats><br><br><br><li><passive>Harmony:</passive> Gain 25% Base Health Regen per <scalemana>25% Base Mana Regen</scalemana>.<br><br><flavorText>'These blessed waters still carry their power to the worthy.'</flavorText></mainText>,,"{'base': 300, 'purchasable': False, 'total': 950, 'sell': 665}","['Health', 'ManaRegen']",{'FlatHPPoolMod': 200},"['1028', '1004']",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank,46,8,3:48
3013,Synchronized Souls,<mainText><stats><attention>45</attention> Move Speed</stats><br><br>Your Recall is empowered.<br><br>Gain <speed>45 Move Speed</speed> when out of combat.</mainText>,,"{'base': 0, 'purchasable': False, 'total': 900, 'sell': 630}",['Boots'],{'FlatMovementSpeedMod': 45},['3010'],,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,Enchanter,43,7,3:36
3020,Sorcerer's Shoes,<mainText><stats><attention>18</attention> Magic Penetration<br><attention>45</attention> Move Speed</stats><br><br></mainText>,,"{'base': 800, 'purchasable': True, 'total': 1100, 'sell': 770}","['Boots', 'MagicPenetration']",{'FlatMovementSpeedMod': 45},['1001'],,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,Enchanter,53,9,4:24
3023,Lifewell Pendant,<mainText><stats><attention>150</attention> Health<br><attention>25</attention> Armor<br><attention>5</attention> Ability Haste</stats><br><br><br><br><flavorText>'Fashionable and functional.'</flavorText></mainText>,['3001'],"{'base': 350, 'purchasable': False, 'total': 1050, 'sell': 735}","['Health', 'Armor', 'AbilityHaste']","{'FlatHPPoolMod': 150, 'FlatArmorMod': 25}","['1028', '1029']",150,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,Tank,50,8,4:12
3024,Glacial Buckler,<mainText><stats><attention>20</attention> Armor<br><attention>250</attention> Mana<br><attention>10</attention> Ability Haste</stats><br><br></mainText>,['3110'],"{'base': 50, 'purchasable': True, 'total': 950, 'sell': 665}","['Armor', 'Mana', 'CooldownReduction', 'AbilityHaste']","{'FlatMPPoolMod': 250, 'FlatArmorMod': 20}","['1029', '1027', '2022']",,250,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,Tank,46,8,3:48
3026,Guardian Angel,"<mainText><stats><attention>55</attention> Attack Damage<br><attention>45</attention> Armor</stats><br><br><passive>Rebirth</passive><br>Upon taking lethal damage, revive after a short delay.</mainText>",,"{'base': 800, 'purchasable': True, 'total': 3200, 'sell': 1280}","['Armor', 'Damage']","{'FlatArmorMod': 45, 'FlatPhysicalDamageMod': 55}","['2019', '1038']",,,,,,,,,45,,55,,,,,,,,,,,,,,,,,,,,,,,Tank,154,26,12:48
3031,Infinity Edge,<mainText><stats><attention>80</attention> Attack Damage<br><attention>25%</attention> Critical Strike Chance<br><attention>40%</attention> Critical Strike Damage</stats><br><br></mainText>,['7031'],"{'base': 625, 'purchasable': True, 'total': 3400, 'sell': 2380}","['CriticalStrike', 'Damage']","{'FlatCritChanceMod': 0.25, 'FlatPhysicalDamageMod': 80}","['1038', '1037', '1018']",,,,,,,,,,,80,,,,,,,,,0.25,,,,,,,,,,,,,,Fighter,163,27,13:36
3032,Yun Tal Wildarrows,<mainText><stats><attention>65</attention> Attack Damage<br><attention>25%</attention> Critical Strike Chance</stats><br><br><passive>Serrated Edge</passive><br>Critical attacks deal additional damage over time.</mainText>,,"{'base': 925, 'purchasable': True, 'total': 3200, 'sell': 2240}","['Damage', 'CriticalStrike']","{'FlatCritChanceMod': 0.25, 'FlatPhysicalDamageMod': 65}","['1037', '6670']",,,,,,,,,,,65,,,,,,,,,0.25,,,,,,,,,,,,,,Fighter,154,26,12:48
3033,Mortal Reminder,<mainText><stats><attention>40</attention> Attack Damage<br><attention>35%</attention> Armor Penetration<br><attention>25%</attention> Critical Strike Chance</stats><br><br><passive>Grievous Wounds</passive><br>Dealing physical damage applies <keyword>40% Grievous Wounds</keyword> to enemy champions for 3 seconds.</mainText>,,"{'base': 150, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Damage', 'CriticalStrike', 'ArmorPenetration']","{'FlatCritChanceMod': 0.25, 'FlatPhysicalDamageMod': 40}","['3123', '3035', '1018']",,,,,,,,,,,40,,,,,,,,,0.25,,,,,,,,,,,,,,Fighter,144,24,12:00
3035,Last Whisper,<mainText><stats><attention>20</attention> Attack Damage<br><attention>18%</attention> Armor Penetration</stats><br><br></mainText>,"['3033', '3036', '6694']","{'base': 750, 'purchasable': True, 'total': 1450, 'sell': 1015}","['ArmorPenetration', 'Damage']",{'FlatPhysicalDamageMod': 20},"['1036', '1036']",,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,Fighter,70,12,5:48
3036,Lord Dominik's Regards,<mainText><stats><attention>45</attention> Attack Damage<br><attention>40%</attention> Armor Penetration<br><attention>25%</attention> Critical Strike Chance</stats><br><br></mainText>,,"{'base': 950, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Damage', 'CriticalStrike', 'ArmorPenetration']","{'FlatCritChanceMod': 0.25, 'FlatPhysicalDamageMod': 45}","['3035', '1018']",,,,,,,,,,,45,,,,,,,,,0.25,,,,,,,,,,,,,,Fighter,144,24,12:00
3039,Atma's Reckoning,"<mainText><stats><attention>25</attention> Attack Damage<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>10</attention> Ability Haste</stats><br><br><br><li><passive>Big Hands:</passive> While in combat with enemy champions, turrets, or epic monsters, gains <physicalDamage><healing>0.5% - 0 (based on seconds in-combat) max health</healing> as bonus physical damage</physicalDamage>.</mainText>",,"{'base': 925, 'purchasable': True, 'total': 3000, 'sell': 2100}","['SpellBlock', 'Armor', 'Damage', 'Lane']","{'FlatSpellBlockMod': 30, 'FlatArmorMod': 30, 'FlatPhysicalDamageMod': 25}","['3105', '1037']",,,,,,,,,30,,25,,,,,,,,,,,,,,,30,,,,,,,,Tank,144,24,12:00
3040,Seraph's Embrace,"<mainText><stats><attention>80</attention> Ability Power<br><attention>1000</attention> Mana<br><attention>25</attention> Ability Haste</stats><br><br><passive>Awe</passive> Gain Ability Power equal to <scaleMana>2% bonus Mana</scaleMana>.<br><passive>Lifeline</passive> (90(0s))<br>Upon taking damage that would reduce your Health below 30%, gain a <shield>250 + 20% current Mana Shield</shield> for 3s.</mainText>",,"{'base': 2900, 'purchasable': False, 'total': 2900, 'sell': 2030}","['SpellDamage', 'Mana', 'AbilityHaste']","{'FlatMPPoolMod': 1000, 'FlatMagicDamageMod': 80}",,,1000,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,Mage,139,23,11:36
3041,Mejai's Soulstealer,"<mainText><stats><attention>20</attention> Ability Power<br><attention>100</attention> Health</stats><br><br><passive>Glory</passive><li>Kills and Assists grant stacks, gain Ability Power per stack. Lose some stacks on death.<li>Gain Move Speed if you have at least 10 stacks.</mainText>",,"{'base': 1150, 'purchasable': True, 'total': 1500, 'sell': 1050}","['Health', 'SpellDamage', 'NonbootsMovement']","{'FlatHPPoolMod': 100, 'FlatMagicDamageMod': 20}",['1082'],100,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,Tank,72,12,6:00
3042,Muramana,<mainText><stats><attention>35</attention> Attack Damage<br><attention>860</attention> Mana<br><attention>15</attention> Ability Haste</stats><br><br><passive>Awe</passive><br>Gain bonus Attack Damage based on Mana.<br><br><passive>Shock</passive><br>Attacks and damaging abilities against champions deal additional physical damage.</mainText>,,"{'base': 3000, 'purchasable': False, 'total': 3000, 'sell': 2100}","['Damage', 'Mana', 'CooldownReduction', 'OnHit', 'ArmorPenetration']","{'FlatMPPoolMod': 860, 'FlatPhysicalDamageMod': 35}",,,860,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,Fighter,144,24,12:00
