,ItemID,name,description,colloq,plaintext,into,image,gold,tags,maps,stats,from,depth,inStore,effect,consumed,requiredAlly,stacks,hideFromAll,consumeOnFull,specialRecipe,requiredChampion
91,3002,Trailblazer,"<mainText><stats><attention>200</attention> Health<br><attention>40</attention> Armor<br><attention>5%</attention> Move Speed</stats><br><br><passive>Lead the Way</passive><br>While moving, gain <speed>20 bonus Move Speed</speed>. At max speed, create a trail that speeds up allied champion's Move Speed by 15% of yours. Your next Attack discharges the bonus Move Speed and Melee champions <keyword>Slow</keyword> the target by 50% for 1 second.<br><br></mainText>",,,,"{'full': '3002.png', 'sprite': 'item2.png', 'group': 'item', 'x': 240, 'y': 336, 'w': 48, 'h': 48}","{'base': 900, 'purchasable': True, 'total': 2500, 'sell': 1750}","['Health', 'Armor', 'NonbootsMovement']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 200, 'FlatArmorMod': 40, 'PercentMovementSpeedMod': 0.05}","['3066', '1031']",3.0,,,,,,,,,
92,3003,Archangel's Staff,<mainText><stats><attention>80</attention> Ability Power<br><attention>600</attention> Mana<br><attention>25</attention> Ability Haste</stats><br><br><passive>Awe</passive><br>Gain Ability Power equal to your bonus Mana.<br><br><passive>Manaflow</passive><br>Strike a target with an Ability to consume a charge and gain bonus Mana. Grants a maximum of 360 Mana at which point this item transforms into <rarityLegendary>Seraph's Embrace</rarityLegendary>.<br><br></mainText>,,Increases Ability Power based on maximum Mana,,"{'full': '3003.png', 'sprite': 'item2.png', 'group': 'item', 'x': 288, 'y': 336, 'w': 48, 'h': 48}","{'base': 400, 'purchasable': True, 'total': 2900, 'sell': 2030}","['SpellDamage', 'Mana', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatMPPoolMod': 600, 'FlatMagicDamageMod': 80}","['3070', '3802', '3108']",3.0,,,,,,,,,
93,3004,Manamune,<mainText><stats><attention>35</attention> Attack Damage<br><attention>500</attention> Mana<br><attention>15</attention> Ability Haste</stats><br><br><passive>Awe</passive><br>Gain bonus Attack Damage based on Mana.<br><br><passive>Manaflow</passive><br>Strike a target with an Ability or Attack to gain bonus Mana. Grants a maximum of Mana at which point this item transforms into <rarityLegendary>Muramana</rarityLegendary>.</mainText>,,Increases Attack Damage based on maximum Mana,,"{'full': '3004.png', 'sprite': 'item2.png', 'group': 'item', 'x': 336, 'y': 336, 'w': 48, 'h': 48}","{'base': 1050, 'purchasable': True, 'total': 2900, 'sell': 2030}","['Damage', 'Mana', 'CooldownReduction', 'OnHit', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatMPPoolMod': 500, 'FlatPhysicalDamageMod': 35}","['3070', '3133', '1036']",3.0,,,,,,,,,
94,3005,Ghostcrawlers,"<mainText><stats><attention>45</attention> Move Speed</stats><br><br><br><br><active>Active -</active> <active>Wall Walk:</active> Gain the ability to walk through walls for 6 seconds. While inside walls, gain 125 move speed. Casting a spell or attacking will end this effect (0s).</mainText>",;wreckoning;Wreckoning,Increases Attack Damage based on maximum Health,,"{'full': '3005.png', 'sprite': 'item2.png', 'group': 'item', 'x': 384, 'y': 336, 'w': 48, 'h': 48}","{'base': 700, 'purchasable': True, 'total': 1000, 'sell': 500}",['Boots'],"{'11': False, '12': False, '21': True, '22': False, '30': False}",{'FlatMovementSpeedMod': 45},['1001'],2.0,,,,,,,,,
95,3006,Berserker's Greaves,<mainText><stats><attention>35%</attention> Attack Speed<br><attention>45</attention> Move Speed</stats><br><br></mainText>,;,Enhances Move Speed and Attack Speed,['3172'],"{'full': '3006.png', 'sprite': 'item2.png', 'group': 'item', 'x': 432, 'y': 336, 'w': 48, 'h': 48}","{'base': 500, 'purchasable': True, 'total': 1100, 'sell': 770}","['AttackSpeed', 'Boots']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatMovementSpeedMod': 45, 'PercentAttackSpeedMod': 0.35}","['1001', '1042']",2.0,,,,,,,,,
96,3009,Boots of Swiftness,<mainText><stats><attention>60</attention> Move Speed</stats><br><br>Reduce the effectiveness of <keyword>Slows</keyword> by 25%.</mainText>,;,Enhances Move Speed and reduces the effect of slows,,"{'full': '3009.png', 'sprite': 'item2.png', 'group': 'item', 'x': 0, 'y': 384, 'w': 48, 'h': 48}","{'base': 600, 'purchasable': True, 'total': 900, 'sell': 630}",['Boots'],"{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatMovementSpeedMod': 60},['1001'],2.0,,,,,,,,,
97,3010,Symbiotic Soles,"<mainText><stats><attention>35</attention> Move Speed</stats><br><br>Gain Empowered Recall.<br><br>After Traveling 150000 units of distance, transform into <rarityLegendary>Synchronized Souls</rarityLegendary>.</mainText>",;,Spend Mana to recover Health,['3013'],"{'full': '3010.png', 'sprite': 'item2.png', 'group': 'item', 'x': 48, 'y': 384, 'w': 48, 'h': 48}","{'base': 600, 'purchasable': True, 'total': 900, 'sell': 630}",['Boots'],"{'11': True, '12': False, '21': True, '22': False, '30': False}",{'FlatMovementSpeedMod': 35},['1001'],2.0,,,,,,,,,
98,3011,Chemtech Putrifier,<mainText><stats><attention>35</attention> Ability Power<br><attention>10%</attention> Heal and Shield Power<br><attention>75%</attention> Base Mana Regen<br><attention>15</attention> Ability Haste</stats><br><br><br><li><passive>Puffcap Toxin:</passive> Dealing damage applies <status>40% Grievous Wounds</status> to champions for 3 seconds.<br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText>,,,,"{'full': '3011.png', 'sprite': 'item2.png', 'group': 'item', 'x': 96, 'y': 384, 'w': 48, 'h': 48}","{'base': 500, 'purchasable': False, 'total': 2100, 'sell': 1470}","['SpellDamage', 'ManaRegen', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatMagicDamageMod': 35},"['3916', '3114']",3.0,False,,,,,,,,
99,3012,Chalice of Blessing,<mainText><stats><attention>200</attention> Health<br><attention>50%</attention> Base Mana Regen</stats><br><br><br><li><passive>Harmony:</passive> Gain 25% Base Health Regen per <scalemana>25% Base Mana Regen</scalemana>.<br><br><flavorText>'These blessed waters still carry their power to the worthy.'</flavorText></mainText>,,,,"{'full': '3012.png', 'sprite': 'item2.png', 'group': 'item', 'x': 144, 'y': 384, 'w': 48, 'h': 48}","{'base': 300, 'purchasable': False, 'total': 950, 'sell': 665}","['Health', 'ManaRegen']","{'11': False, '12': False, '21': False, '22': False, '30': False}",{'FlatHPPoolMod': 200},"['1028', '1004']",2.0,False,,,,,,,,
100,3013,Synchronized Souls,<mainText><stats><attention>45</attention> Move Speed</stats><br><br>Your Recall is empowered.<br><br>Gain <speed>45 Move Speed</speed> when out of combat.</mainText>,,,,"{'full': '3013.png', 'sprite': 'item2.png', 'group': 'item', 'x': 192, 'y': 384, 'w': 48, 'h': 48}","{'base': 0, 'purchasable': False, 'total': 900, 'sell': 630}",['Boots'],"{'11': True, '12': False, '21': True, '22': False, '30': False}",{'FlatMovementSpeedMod': 45},['3010'],3.0,False,,,,,,,,
101,3020,Sorcerer's Shoes,<mainText><stats><attention>18</attention> Magic Penetration<br><attention>45</attention> Move Speed</stats><br><br></mainText>,;,Enhances Move Speed and magic damage,,"{'full': '3020.png', 'sprite': 'item2.png', 'group': 'item', 'x': 240, 'y': 384, 'w': 48, 'h': 48}","{'base': 800, 'purchasable': True, 'total': 1100, 'sell': 770}","['Boots', 'MagicPenetration']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatMovementSpeedMod': 45},['1001'],2.0,,{'Effect1Amount': '18'},,,,,,,
102,3023,Lifewell Pendant,<mainText><stats><attention>150</attention> Health<br><attention>25</attention> Armor<br><attention>5</attention> Ability Haste</stats><br><br><br><br><flavorText>'Fashionable and functional.'</flavorText></mainText>,;spooky ghosts,Summon wraiths to slow and reveal enemy champions,['3001'],"{'full': '3023.png', 'sprite': 'item2.png', 'group': 'item', 'x': 288, 'y': 384, 'w': 48, 'h': 48}","{'base': 350, 'purchasable': False, 'total': 1050, 'sell': 735}","['Health', 'Armor', 'AbilityHaste']","{'11': False, '12': False, '21': False, '22': False, '30': False}","{'FlatHPPoolMod': 150, 'FlatArmorMod': 25}","['1028', '1029']",2.0,False,,,,,,,,
103,3024,Glacial Buckler,<mainText><stats><attention>20</attention> Armor<br><attention>250</attention> Mana<br><attention>10</attention> Ability Haste</stats><br><br></mainText>,;,Increases Armor and Cooldown Reduction,['3110'],"{'full': '3024.png', 'sprite': 'item2.png', 'group': 'item', 'x': 336, 'y': 384, 'w': 48, 'h': 48}","{'base': 50, 'purchasable': True, 'total': 950, 'sell': 665}","['Armor', 'Mana', 'CooldownReduction', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatMPPoolMod': 250, 'FlatArmorMod': 20}","['1029', '1027', '2022']",2.0,,,,,,,,,
104,3026,Guardian Angel,"<mainText><stats><attention>55</attention> Attack Damage<br><attention>45</attention> Armor</stats><br><br><passive>Rebirth</passive><br>Upon taking lethal damage, revive after a short delay.</mainText>",;ga,Periodically revives champion upon death,,"{'full': '3026.png', 'sprite': 'item2.png', 'group': 'item', 'x': 384, 'y': 384, 'w': 48, 'h': 48}","{'base': 800, 'purchasable': True, 'total': 3200, 'sell': 1280}","['Armor', 'Damage']","{'11': True, '12': False, '21': False, '22': False, '30': False}","{'FlatArmorMod': 45, 'FlatPhysicalDamageMod': 55}","['2019', '1038']",3.0,,"{'Effect1Amount': '0.5', 'Effect2Amount': '4', 'Effect3Amount': '300', 'Effect4Amount': '1'}",,,,,,,
105,3031,Infinity Edge,<mainText><stats><attention>80</attention> Attack Damage<br><attention>25%</attention> Critical Strike Chance<br><attention>40%</attention> Critical Strike Damage</stats><br><br></mainText>,;ie,Massively enhances critical strikes,['7031'],"{'full': '3031.png', 'sprite': 'item2.png', 'group': 'item', 'x': 432, 'y': 384, 'w': 48, 'h': 48}","{'base': 625, 'purchasable': True, 'total': 3400, 'sell': 2380}","['CriticalStrike', 'Damage']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatCritChanceMod': 0.25, 'FlatPhysicalDamageMod': 80}","['1038', '1037', '1018']",2.0,,,,,,,,,
106,3032,Yun Tal Wildarrows,<mainText><stats><attention>65</attention> Attack Damage<br><attention>25%</attention> Critical Strike Chance</stats><br><br><passive>Serrated Edge</passive><br>Critical attacks deal additional damage over time.</mainText>,,,,"{'full': '3032.png', 'sprite': 'item2.png', 'group': 'item', 'x': 0, 'y': 432, 'w': 48, 'h': 48}","{'base': 925, 'purchasable': True, 'total': 3200, 'sell': 2240}","['Damage', 'CriticalStrike']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatCritChanceMod': 0.25, 'FlatPhysicalDamageMod': 65}","['1037', '6670']",3.0,,,,,,,,,
107,3033,Mortal Reminder,<mainText><stats><attention>40</attention> Attack Damage<br><attention>35%</attention> Armor Penetration<br><attention>25%</attention> Critical Strike Chance</stats><br><br><passive>Grievous Wounds</passive><br>Dealing physical damage applies <keyword>40% Grievous Wounds</keyword> to enemy champions for 3 seconds.</mainText>,;grievous,Overcomes enemies with high Health recovery and Armor,,"{'full': '3033.png', 'sprite': 'item2.png', 'group': 'item', 'x': 48, 'y': 432, 'w': 48, 'h': 48}","{'base': 150, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Damage', 'CriticalStrike', 'ArmorPenetration']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatCritChanceMod': 0.25, 'FlatPhysicalDamageMod': 40}","['3123', '3035', '1018']",3.0,,,,,,,,,
108,3035,Last Whisper,<mainText><stats><attention>20</attention> Attack Damage<br><attention>18%</attention> Armor Penetration</stats><br><br></mainText>,;lw,Overcomes enemies with high Armor,"['3033', '3036', '6694']","{'full': '3035.png', 'sprite': 'item2.png', 'group': 'item', 'x': 96, 'y': 432, 'w': 48, 'h': 48}","{'base': 750, 'purchasable': True, 'total': 1450, 'sell': 1015}","['ArmorPenetration', 'Damage']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatPhysicalDamageMod': 20},"['1036', '1036']",2.0,,,,,,,,,
109,3036,Lord Dominik's Regards,<mainText><stats><attention>45</attention> Attack Damage<br><attention>40%</attention> Armor Penetration<br><attention>25%</attention> Critical Strike Chance</stats><br><br></mainText>,;lw,Overcomes enemies with high health and armor,,"{'full': '3036.png', 'sprite': 'item2.png', 'group': 'item', 'x': 144, 'y': 432, 'w': 48, 'h': 48}","{'base': 950, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Damage', 'CriticalStrike', 'ArmorPenetration']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatCritChanceMod': 0.25, 'FlatPhysicalDamageMod': 45}","['3035', '1018']",3.0,,{'Effect1Amount': '0.2'},,,,,,,
110,3039,Atma's Reckoning,"<mainText><stats><attention>25</attention> Attack Damage<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>10</attention> Ability Haste</stats><br><br><br><li><passive>Big Hands:</passive> While in combat with enemy champions, turrets, or epic monsters, gains <physicalDamage><healing>0.5% - 0 (based on seconds in-combat) max health</healing> as bonus physical damage</physicalDamage>.</mainText>",,,,"{'full': '3039.png', 'sprite': 'item2.png', 'group': 'item', 'x': 192, 'y': 432, 'w': 48, 'h': 48}","{'base': 925, 'purchasable': True, 'total': 3000, 'sell': 2100}","['SpellBlock', 'Armor', 'Damage', 'Lane']","{'11': False, '12': False, '21': True, '22': False, '30': False}","{'FlatSpellBlockMod': 30, 'FlatArmorMod': 30, 'FlatPhysicalDamageMod': 25}","['3105', '1037']",3.0,,,,,,,,,
111,3040,Seraph's Embrace,"<mainText><stats><attention>80</attention> Ability Power<br><attention>1000</attention> Mana<br><attention>25</attention> Ability Haste</stats><br><br><passive>Awe</passive> Gain Ability Power equal to <scaleMana>2% bonus Mana</scaleMana>.<br><passive>Lifeline</passive> (90(0s))<br>Upon taking damage that would reduce your Health below 30%, gain a <shield>250 + 20% current Mana Shield</shield> for 3s.</mainText>",,,,"{'full': '3040.png', 'sprite': 'item2.png', 'group': 'item', 'x': 240, 'y': 432, 'w': 48, 'h': 48}","{'base': 2900, 'purchasable': False, 'total': 2900, 'sell': 2030}","['SpellDamage', 'Mana', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatMPPoolMod': 1000, 'FlatMagicDamageMod': 80}",,,False,,,,,,,3003.0,
112,3041,Mejai's Soulstealer,"<mainText><stats><attention>20</attention> Ability Power<br><attention>100</attention> Health</stats><br><br><passive>Glory</passive><li>Kills and Assists grant stacks, gain Ability Power per stack. Lose some stacks on death.<li>Gain Move Speed if you have at least 10 stacks.</mainText>",;,Grants Ability Power for kills and assists,,"{'full': '3041.png', 'sprite': 'item2.png', 'group': 'item', 'x': 288, 'y': 432, 'w': 48, 'h': 48}","{'base': 1150, 'purchasable': True, 'total': 1500, 'sell': 1050}","['Health', 'SpellDamage', 'NonbootsMovement']","{'11': True, '12': False, '21': False, '22': False, '30': False}","{'FlatHPPoolMod': 100, 'FlatMagicDamageMod': 20}",['1082'],2.0,,,,,,,,,
113,3042,Muramana,<mainText><stats><attention>35</attention> Attack Damage<br><attention>860</attention> Mana<br><attention>15</attention> Ability Haste</stats><br><br><passive>Awe</passive><br>Gain bonus Attack Damage based on Mana.<br><br><passive>Shock</passive><br>Attacks and damaging abilities against champions deal additional physical damage.</mainText>,,,,"{'full': '3042.png', 'sprite': 'item2.png', 'group': 'item', 'x': 336, 'y': 432, 'w': 48, 'h': 48}","{'base': 3000, 'purchasable': False, 'total': 3000, 'sell': 2100}","['Damage', 'Mana', 'CooldownReduction', 'OnHit', 'ArmorPenetration']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatMPPoolMod': 860, 'FlatPhysicalDamageMod': 35}",,,False,,,,,,,3004.0,
114,3044,Phage,<mainText><stats><attention>15</attention> Attack Damage<br><attention>200</attention> Health</stats><br><br><passive>Rage</passive><br>Attacking units grants Move Speed.</mainText>,;,Attacks and kills give a small burst of speed,"['3071', '3078', '6631', '6630']","{'full': '3044.png', 'sprite': 'item2.png', 'group': 'item', 'x': 384, 'y': 432, 'w': 48, 'h': 48}","{'base': 350, 'purchasable': True, 'total': 1100, 'sell': 770}","['Health', 'Damage', 'NonbootsMovement']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 200, 'FlatPhysicalDamageMod': 15}","['1028', '1036']",2.0,,"{'Effect1Amount': '20', 'Effect2Amount': '2', 'Effect3Amount': '60', 'Effect4Amount': '0', 'Effect5Amount': '0', 'Effect6Amount': '0', 'Effect7Amount': '0', 'Effect8Amount': '8'}",,,,,,,
115,3046,Phantom Dancer,<mainText><stats><attention>60%</attention> Attack Speed<br><attention>25%</attention> Critical Strike Chance<br><attention>12%</attention> Move Speed</stats><br><br><passive>Spectral Waltz</passive><br>Become <status>Ghosted</status>.</mainText>,;pd,Move faster while attacking enemies and gain a shield when on low health.,,"{'full': '3046.png', 'sprite': 'item2.png', 'group': 'item', 'x': 432, 'y': 432, 'w': 48, 'h': 48}","{'base': 900, 'purchasable': True, 'total': 2600, 'sell': 1820}","['CriticalStrike', 'AttackSpeed', 'NonbootsMovement']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatCritChanceMod': 0.25, 'PercentAttackSpeedMod': 0.6, 'PercentMovementSpeedMod': 0.12}","['1042', '3086', '1042']",3.0,,,,,,,,,
116,3047,Plated Steelcaps,<mainText><stats><attention>25</attention> Armor<br><attention>45</attention> Move Speed</stats><br><br>Reduces incoming damage from Attacks by 8%.</mainText>,;,Enhances Move Speed and reduces incoming basic attack damage,,"{'full': '3047.png', 'sprite': 'item3.png', 'group': 'item', 'x': 0, 'y': 0, 'w': 48, 'h': 48}","{'base': 400, 'purchasable': True, 'total': 1000, 'sell': 700}","['Armor', 'Boots']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatMovementSpeedMod': 45, 'FlatArmorMod': 25}","['1001', '1029']",2.0,,{'Effect1Amount': '0.08'},,,,,,,
117,3050,Zeke's Convergence,<mainText><stats><attention>300</attention> Health<br><attention>25</attention> Armor<br><attention>25</attention> Magic Resist<br><attention>10</attention> Ability Haste</stats><br><br><passive>Frostfire Tempest</passive> <br>Casting your Ultimate summons a storm around you. The storm deals magic damage to enemy Champions and <keyword>Slows</keyword> them.</mainText>,;haroldandkumar,Grants you and your ally bonuses when you cast your ultimate.,,"{'full': '3050.png', 'sprite': 'item3.png', 'group': 'item', 'x': 48, 'y': 0, 'w': 48, 'h': 48}","{'base': 650, 'purchasable': True, 'total': 2200, 'sell': 1540}","['Health', 'SpellBlock', 'Armor', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatSpellBlockMod': 25, 'FlatHPPoolMod': 300, 'FlatArmorMod': 25}","['3067', '1029', '1033']",3.0,,,,,,,,,
118,3051,Hearthbound Axe,<mainText><stats><attention>20</attention> Attack Damage<br><attention>20%</attention> Attack Speed</stats><br><br></mainText>,,,"['3078', '6672', '3073', '3302']","{'full': '3051.png', 'sprite': 'item3.png', 'group': 'item', 'x': 96, 'y': 0, 'w': 48, 'h': 48}","{'base': 300, 'purchasable': True, 'total': 1300, 'sell': 910}","['Damage', 'AttackSpeed']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatPhysicalDamageMod': 20, 'PercentAttackSpeedMod': 0.2}","['1036', '1042', '1036']",2.0,,,,,,,,,
119,3053,Sterak's Gage,"<mainText><stats><attention>400</attention> Health<br><attention>20%</attention> Tenacity</stats><br><br><passive>The Claws that Catch</passive><br>Gain bonus Attack Damage.<br><br><passive>Lifeline</passive> (0s)<br>Upon taking damage that would reduce your Health below 30%, gain a Shield.</mainText>",;juggernaut;primal,Shields against large bursts of damage,,"{'full': '3053.png', 'sprite': 'item3.png', 'group': 'item', 'x': 144, 'y': 0, 'w': 48, 'h': 48}","{'base': 775, 'purchasable': True, 'total': 3200, 'sell': 2240}","['Health', 'Damage', 'Tenacity']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatHPPoolMod': 400},"['1037', '2021', '1028']",3.0,,,,,,,,,
120,3057,Sheen,"<mainText><stats><attention>10</attention> Ability Haste</stats><br><br><passive>Spellblade</passive><br>After using an Ability, your next Attack is enhanced with additional damage.</mainText>",;,Grants a bonus to next attack after spell cast,"['6662', '3078', '3100', '6632']","{'full': '3057.png', 'sprite': 'item3.png', 'group': 'item', 'x': 192, 'y': 0, 'w': 48, 'h': 48}","{'base': 650, 'purchasable': True, 'total': 900, 'sell': 630}","['OnHit', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{},['2022'],2.0,,,,,,,,,
121,3065,Spirit Visage,<mainText><stats><attention>450</attention> Health<br><attention>60</attention> Magic Resist<br><attention>10</attention> Ability Haste<br><attention>100%</attention> Base Health Regen</stats><br><br><passive>Boundless Vitality</passive><br>Increases all Healing and Shielding effectiveness on you by 25%.</mainText>,;sv,Increases Health and healing effects,,"{'full': '3065.png', 'sprite': 'item3.png', 'group': 'item', 'x': 240, 'y': 0, 'w': 48, 'h': 48}","{'base': 850, 'purchasable': True, 'total': 2900, 'sell': 2030}","['Health', 'SpellBlock', 'HealthRegen', 'CooldownReduction', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatSpellBlockMod': 60, 'FlatHPPoolMod': 450}","['3211', '3067']",3.0,,,,,,,,,
122,3066,Winged Moonplate,<mainText><stats><attention>150</attention> Health<br><attention>5%</attention> Move Speed</stats><br><br></mainText>,,,"['3742', '3002', '3083', '4401']","{'full': '3066.png', 'sprite': 'item3.png', 'group': 'item', 'x': 288, 'y': 0, 'w': 48, 'h': 48}","{'base': 400, 'purchasable': True, 'total': 800, 'sell': 560}","['Health', 'NonbootsMovement']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 150, 'PercentMovementSpeedMod': 0.05}",['1028'],2.0,,,,,,,,,
123,3067,Kindlegem,<mainText><stats><attention>200</attention> Health<br><attention>10</attention> Ability Haste</stats><br><br></mainText>,;,Increases Health and Cooldown Reduction,"['3050', '6620', '6656', '3109', '4629', '2502', '6617', '3065', '3107', '3152', '3119', '3161', '3190', '3222', '4403', '4644', '6630', '6632', '8001', '8020']","{'full': '3067.png', 'sprite': 'item3.png', 'group': 'item', 'x': 336, 'y': 0, 'w': 48, 'h': 48}","{'base': 150, 'purchasable': True, 'total': 800, 'sell': 560}","['Health', 'CooldownReduction', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatHPPoolMod': 200},"['1028', '2022']",2.0,,,,,,,,,
124,3068,Sunfire Aegis,"<mainText><stats><attention>350</attention> Health<br><attention>50</attention> Armor<br><attention>10</attention> Ability Haste</stats><br><br><br><li><passive>Immolate:</passive> Taking or dealing damage causes you to begin dealing <magicDamage> (15 + 1.75% bonus Health) magic damage</magicDamage> per second to nearby enemies (increased by 25% against minions) for 3 seconds. Damaging Champions or Epic Monsters with this effect adds a stack, increasing subsequent <passive>Immolate</passive> damage by 10% for 5 seconds (max stacks 6).<br></mainText>",;,High armor. Constantly deals damage to nearby enemies. Immobilize enemies to release a wave of damaging flame,,"{'full': '3068.png', 'sprite': 'item3.png', 'group': 'item', 'x': 384, 'y': 0, 'w': 48, 'h': 48}","{'base': 1000, 'purchasable': True, 'total': 2700, 'sell': 1890}","['Health', 'Armor', 'Aura', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 350, 'FlatArmorMod': 50}","['6660', '1031']",3.0,,,,,,,,,
125,3070,Tear of the Goddess,"<mainText><stats><attention>240</attention> Mana</stats><br><br><br><li><passive>Focus:</passive> Attacks deal additional physical damage to Minions.<li><passive>Manaflow:</passive> Strike a target with an Ability to consume a charge and gain <scaleMana>3 bonus Mana</scaleMana>, doubled if the target is a champion. Grants a maximum of 360 Mana.<br><br><rules>Gain a new <passive>Mana Charge</passive> every 8 seconds (max 4).</rules></mainText>",,Increases maximum Mana as Mana is spent,"['3003', '3004', '3119']","{'full': '3070.png', 'sprite': 'item3.png', 'group': 'item', 'x': 432, 'y': 0, 'w': 48, 'h': 48}","{'base': 400, 'purchasable': True, 'total': 400, 'sell': 280}","['Mana', 'ManaRegen']","{'11': True, '12': True, '21': True, '22': False, '30': False}",{'FlatMPPoolMod': 240},,,,,,,,,,,
126,3071,Black Cleaver,<mainText><stats><attention>55</attention> Attack Damage<br><attention>400</attention> Health<br><attention>20</attention> Ability Haste</stats><br><br><passive>Carve</passive><br>Dealing physical damage to a champion applies a stack of Armor reduction.<br><br><passive>Fervor</passive><br>Dealing physical damage grants Move Speed.</mainText>,;bc,Dealing physical damage to enemy champions reduces their Armor,['7037'],"{'full': '3071.png', 'sprite': 'item3.png', 'group': 'item', 'x': 0, 'y': 48, 'w': 48, 'h': 48}","{'base': 400, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Health', 'Damage', 'CooldownReduction', 'OnHit', 'NonbootsMovement', 'ArmorPenetration', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 400, 'FlatPhysicalDamageMod': 55}","['3044', '3133', '1028']",3.0,,"{'Effect1Amount': '0', 'Effect2Amount': '0.06', 'Effect3Amount': '6', 'Effect4Amount': '5', 'Effect5Amount': '0.3', 'Effect6Amount': '0', 'Effect7Amount': '0', 'Effect8Amount': '0', 'Effect9Amount': '0', 'Effect10Amount': '0.01'}",,,,,,,
127,3072,Bloodthirster,<mainText><stats><attention>80</attention> Attack Damage<br><attention>18%</attention> Life Steal</stats><br><br><passive>Ichorshield</passive><br>Convert excess healing recieved from your lifesteal into a Shield.</mainText>,;bt,"Grants Attack Damage, Life Steal and Life Steal now overheals",,"{'full': '3072.png', 'sprite': 'item3.png', 'group': 'item', 'x': 48, 'y': 48, 'w': 48, 'h': 48}","{'base': 325, 'purchasable': True, 'total': 3400, 'sell': 2380}","['Damage', 'LifeSteal']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatPhysicalDamageMod': 80, 'PercentLifeStealMod': 0.18}","['1038', '1037', '1053']",3.0,,,,,,,,,
128,3073,Experimental Hexplate,"<mainText><stats><attention>55</attention> Attack Damage<br><attention>25%</attention> Attack Speed<br><attention>300</attention> Health</stats><br><br><passive>Hexcharged</passive><br>Your Ultimate spells gain Ability Haste.<br><br><passive>Overdrive</passive><br>After casting your Ultimate, gain Attack Speed and bonus Move Speed for a short duration.<br></mainText>",;,Increases maximum Mana as Mana is spent,['7036'],"{'full': '3073.png', 'sprite': 'item3.png', 'group': 'item', 'x': 96, 'y': 48, 'w': 48, 'h': 48}","{'base': 550, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Health', 'Damage', 'AttackSpeed', 'CooldownReduction', 'NonbootsMovement', 'AbilityHaste']","{'11': True, '12': True, '21': True, '22': False, '30': False}","{'FlatHPPoolMod': 300, 'FlatPhysicalDamageMod': 55, 'PercentAttackSpeedMod': 0.25}","['2021', '3051']",3.0,,,,,,,,,
